"model_type","ppi_type","design","n","delta","emp_power","mc_se"
"glm_wrong","PPI++","PPI++_noncrossfit",200,0.6,0.602,0.0218904545407353
"glm_wrong","PPI++","PPI++_noncrossfit",200,0.6,0.602,0.0218904545407353
"glm_wrong","PPI++","PPI++_noncrossfit",300,0,0.054,0.0101078187557949
"glm_wrong","PPI++","PPI++_noncrossfit",300,0,0.054,0.0101078187557949
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.05,0.062,0.0107848041243223
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.05,0.062,0.0107848041243223
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.1,0.088,0.0126693330526907
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.1,0.088,0.0126693330526907
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.15,0.124,0.0147393351274744
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.15,0.124,0.0147393351274744
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.2,0.152,0.0160559023415067
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.2,0.152,0.0160559023415067
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.25,0.196,0.017752971582245
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.25,0.196,0.017752971582245
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.3,0.246,0.0192605295877346
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.3,0.246,0.0192605295877346
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.35,0.32,0.0208614476966485
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.35,0.32,0.0208614476966485
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.4,0.414,0.0220274374360705
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.4,0.414,0.0220274374360705
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.45,0.496,0.0223599642217961
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.45,0.496,0.0223599642217961
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.5,0.562,0.0221881049213312
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.5,0.562,0.0221881049213312
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.55,0.63,0.0215916650585359
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.55,0.63,0.0215916650585359
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.6,0.7,0.0204939015319192
"glm_wrong","PPI++","PPI++_noncrossfit",300,0.6,0.7,0.0204939015319192
"rf","PPI","PPI_crossfit",50,0,0.06,0.0106207344378814
"rf","PPI","PPI_crossfit",50,0,0.06,0.0106207344378814
"rf","PPI","PPI_crossfit",50,0,0.06,0.0106207344378814
"rf","PPI","PPI_crossfit",50,0.05,0.064,0.0109456840809517
"rf","PPI","PPI_crossfit",50,0.05,0.064,0.0109456840809517
"rf","PPI","PPI_crossfit",50,0.05,0.064,0.0109456840809517
"rf","PPI","PPI_crossfit",50,0.1,0.062,0.0107848041243223
"rf","PPI","PPI_crossfit",50,0.1,0.062,0.0107848041243223
"rf","PPI","PPI_crossfit",50,0.1,0.062,0.0107848041243223
"rf","PPI","PPI_crossfit",50,0.15,0.074,0.0117067501895274
"rf","PPI","PPI_crossfit",50,0.15,0.074,0.0117067501895274
"rf","PPI","PPI_crossfit",50,0.15,0.074,0.0117067501895274
"rf","PPI","PPI_crossfit",50,0.2,0.09,0.0127984374046209
"rf","PPI","PPI_crossfit",50,0.2,0.09,0.0127984374046209
"rf","PPI","PPI_crossfit",50,0.2,0.09,0.0127984374046209
"rf","PPI","PPI_crossfit",50,0.25,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",50,0.25,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",50,0.25,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",50,0.3,0.144,0.0157012101444443
"rf","PPI","PPI_crossfit",50,0.3,0.144,0.0157012101444443
"rf","PPI","PPI_crossfit",50,0.3,0.144,0.0157012101444443
"rf","PPI","PPI_crossfit",50,0.35,0.168,0.0167198086113448
"rf","PPI","PPI_crossfit",50,0.35,0.168,0.0167198086113448
"rf","PPI","PPI_crossfit",50,0.35,0.168,0.0167198086113448
"rf","PPI","PPI_crossfit",50,0.4,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",50,0.4,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",50,0.4,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",50,0.45,0.242,0.0191539029965174
"rf","PPI","PPI_crossfit",50,0.45,0.242,0.0191539029965174
"rf","PPI","PPI_crossfit",50,0.45,0.242,0.0191539029965174
"rf","PPI","PPI_crossfit",50,0.5,0.264,0.0197131428240146
"rf","PPI","PPI_crossfit",50,0.5,0.264,0.0197131428240146
"rf","PPI","PPI_crossfit",50,0.5,0.264,0.0197131428240146
"rf","PPI","PPI_crossfit",50,0.55,0.298,0.0204546327270865
"rf","PPI","PPI_crossfit",50,0.55,0.298,0.0204546327270865
"rf","PPI","PPI_crossfit",50,0.55,0.298,0.0204546327270865
"rf","PPI","PPI_crossfit",50,0.6,0.326,0.0209630150503214
"rf","PPI","PPI_crossfit",50,0.6,0.326,0.0209630150503214
"rf","PPI","PPI_crossfit",50,0.6,0.326,0.0209630150503214
"rf","PPI","PPI_crossfit",100,0,0.076,0.0118510759005248
"rf","PPI","PPI_crossfit",100,0,0.076,0.0118510759005248
"rf","PPI","PPI_crossfit",100,0,0.076,0.0118510759005248
"rf","PPI","PPI_crossfit",100,0.05,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",100,0.05,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",100,0.05,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",100,0.1,0.096,0.0131745208641529
"rf","PPI","PPI_crossfit",100,0.1,0.096,0.0131745208641529
"rf","PPI","PPI_crossfit",100,0.1,0.096,0.0131745208641529
"rf","PPI","PPI_crossfit",100,0.15,0.136,0.0153299706457645
"rf","PPI","PPI_crossfit",100,0.15,0.136,0.0153299706457645
"rf","PPI","PPI_crossfit",100,0.15,0.136,0.0153299706457645
"rf","PPI","PPI_crossfit",100,0.2,0.158,0.0163117135825762
"rf","PPI","PPI_crossfit",100,0.2,0.158,0.0163117135825762
"rf","PPI","PPI_crossfit",100,0.2,0.158,0.0163117135825762
"rf","PPI","PPI_crossfit",100,0.25,0.18,0.0171813852759316
"rf","PPI","PPI_crossfit",100,0.25,0.18,0.0171813852759316
"rf","PPI","PPI_crossfit",100,0.25,0.18,0.0171813852759316
"rf","PPI","PPI_crossfit",100,0.3,0.224,0.0186453211289052
"rf","PPI","PPI_crossfit",100,0.3,0.224,0.0186453211289052
"rf","PPI","PPI_crossfit",100,0.3,0.224,0.0186453211289052
"rf","PPI","PPI_crossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_crossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_crossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_crossfit",100,0.4,0.342,0.0212149004239945
"rf","PPI","PPI_crossfit",100,0.4,0.342,0.0212149004239945
"rf","PPI","PPI_crossfit",100,0.4,0.342,0.0212149004239945
"rf","PPI","PPI_crossfit",100,0.45,0.396,0.0218716254539986
"rf","PPI","PPI_crossfit",100,0.45,0.396,0.0218716254539986
"rf","PPI","PPI_crossfit",100,0.45,0.396,0.0218716254539986
"rf","PPI","PPI_crossfit",100,0.5,0.448,0.0222394244529844
"rf","PPI","PPI_crossfit",100,0.5,0.448,0.0222394244529844
"rf","PPI","PPI_crossfit",100,0.5,0.448,0.0222394244529844
"rf","PPI","PPI_crossfit",100,0.55,0.528,0.0223255906976725
"rf","PPI","PPI_crossfit",100,0.55,0.528,0.0223255906976725
"rf","PPI","PPI_crossfit",100,0.55,0.528,0.0223255906976725
"rf","PPI","PPI_crossfit",100,0.6,0.584,0.022042867327097
"rf","PPI","PPI_crossfit",100,0.6,0.584,0.022042867327097
"rf","PPI","PPI_crossfit",100,0.6,0.584,0.022042867327097
"rf","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_crossfit",150,0.05,0.05,0.00974679434480896
"rf","PPI","PPI_crossfit",150,0.05,0.05,0.00974679434480896
"rf","PPI","PPI_crossfit",150,0.05,0.05,0.00974679434480896
"rf","PPI","PPI_crossfit",150,0.1,0.08,0.0121326007104825
"rf","PPI","PPI_crossfit",150,0.1,0.08,0.0121326007104825
"rf","PPI","PPI_crossfit",150,0.1,0.08,0.0121326007104825
"rf","PPI","PPI_crossfit",150,0.15,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",150,0.15,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",150,0.15,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",150,0.2,0.178,0.0171064899964896
"rf","PPI","PPI_crossfit",150,0.2,0.178,0.0171064899964896
"rf","PPI","PPI_crossfit",150,0.2,0.178,0.0171064899964896
"rf","PPI","PPI_crossfit",150,0.25,0.246,0.0192605295877346
"rf","PPI","PPI_crossfit",150,0.25,0.246,0.0192605295877346
"rf","PPI","PPI_crossfit",150,0.25,0.246,0.0192605295877346
"rf","PPI","PPI_crossfit",150,0.3,0.322,0.0208957411928843
"rf","PPI","PPI_crossfit",150,0.3,0.322,0.0208957411928843
"rf","PPI","PPI_crossfit",150,0.3,0.322,0.0208957411928843
"rf","PPI","PPI_crossfit",150,0.35,0.41,0.0219954540757858
"rf","PPI","PPI_crossfit",150,0.35,0.41,0.0219954540757858
"rf","PPI","PPI_crossfit",150,0.35,0.41,0.0219954540757858
"rf","PPI","PPI_crossfit",150,0.4,0.482,0.0223461853567896
"rf","PPI","PPI_crossfit",150,0.4,0.482,0.0223461853567896
"rf","PPI","PPI_crossfit",150,0.4,0.482,0.0223461853567896
"rf","PPI","PPI_crossfit",150,0.45,0.572,0.022127629787214
"rf","PPI","PPI_crossfit",150,0.45,0.572,0.022127629787214
"rf","PPI","PPI_crossfit",150,0.45,0.572,0.022127629787214
"rf","PPI","PPI_crossfit",150,0.5,0.642,0.0214399626865347
"rf","PPI","PPI_crossfit",150,0.5,0.642,0.0214399626865347
"rf","PPI","PPI_crossfit",150,0.5,0.642,0.0214399626865347
"rf","PPI","PPI_crossfit",150,0.55,0.714,0.0202091068580479
"rf","PPI","PPI_crossfit",150,0.55,0.714,0.0202091068580479
"rf","PPI","PPI_crossfit",150,0.55,0.714,0.0202091068580479
"rf","PPI","PPI_crossfit",150,0.6,0.782,0.0184648855940133
"rf","PPI","PPI_crossfit",150,0.6,0.782,0.0184648855940133
"rf","PPI","PPI_crossfit",150,0.6,0.782,0.0184648855940133
"rf","PPI","PPI_crossfit",200,0,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",200,0,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",200,0,0.084,0.0124051602166195
"rf","PPI","PPI_crossfit",200,0.05,0.088,0.0126693330526907
"rf","PPI","PPI_crossfit",200,0.05,0.088,0.0126693330526907
"rf","PPI","PPI_crossfit",200,0.05,0.088,0.0126693330526907
"rf","PPI","PPI_crossfit",200,0.1,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",200,0.1,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",200,0.1,0.12,0.014532721699668
"rf","PPI","PPI_crossfit",200,0.15,0.156,0.0162273842624127
"rf","PPI","PPI_crossfit",200,0.15,0.156,0.0162273842624127
"rf","PPI","PPI_crossfit",200,0.15,0.156,0.0162273842624127
"rf","PPI","PPI_crossfit",200,0.2,0.204,0.0180213207063189
"rf","PPI","PPI_crossfit",200,0.2,0.204,0.0180213207063189
"rf","PPI","PPI_crossfit",200,0.2,0.204,0.0180213207063189
"rf","PPI","PPI_crossfit",200,0.25,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",200,0.25,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",200,0.25,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",200,0.3,0.392,0.0218328193323721
"rf","PPI","PPI_crossfit",200,0.3,0.392,0.0218328193323721
"rf","PPI","PPI_crossfit",200,0.3,0.392,0.0218328193323721
"rf","PPI","PPI_crossfit",200,0.35,0.498,0.0223605008888441
"rf","PPI","PPI_crossfit",200,0.35,0.498,0.0223605008888441
"rf","PPI","PPI_crossfit",200,0.35,0.498,0.0223605008888441
"rf","PPI","PPI_crossfit",200,0.4,0.59,0.0219954540757858
"rf","PPI","PPI_crossfit",200,0.4,0.59,0.0219954540757858
"rf","PPI","PPI_crossfit",200,0.4,0.59,0.0219954540757858
"rf","PPI","PPI_crossfit",200,0.45,0.676,0.020929596269398
"rf","PPI","PPI_crossfit",200,0.45,0.676,0.020929596269398
"rf","PPI","PPI_crossfit",200,0.45,0.676,0.020929596269398
"rf","PPI","PPI_crossfit",200,0.5,0.758,0.0191539029965174
"rf","PPI","PPI_crossfit",200,0.5,0.758,0.0191539029965174
"rf","PPI","PPI_crossfit",200,0.5,0.758,0.0191539029965174
"rf","PPI","PPI_crossfit",200,0.55,0.82,0.0171813852759316
"rf","PPI","PPI_crossfit",200,0.55,0.82,0.0171813852759316
"rf","PPI","PPI_crossfit",200,0.55,0.82,0.0171813852759316
"rf","PPI","PPI_crossfit",200,0.6,0.868,0.0151377673386798
"rf","PPI","PPI_crossfit",200,0.6,0.868,0.0151377673386798
"rf","PPI","PPI_crossfit",200,0.6,0.868,0.0151377673386798
"rf","PPI","PPI_crossfit",300,0,0.058,0.0104533248299285
"rf","PPI","PPI_crossfit",300,0,0.058,0.0104533248299285
"rf","PPI","PPI_crossfit",300,0,0.058,0.0104533248299285
"rf","PPI","PPI_crossfit",300,0.05,0.068,0.0112584190719657
"rf","PPI","PPI_crossfit",300,0.05,0.068,0.0112584190719657
"rf","PPI","PPI_crossfit",300,0.05,0.068,0.0112584190719657
"rf","PPI","PPI_crossfit",300,0.1,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",300,0.1,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",300,0.1,0.114,0.0142129518397833
"rf","PPI","PPI_crossfit",300,0.15,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",300,0.15,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",300,0.15,0.2,0.0178885438199983
"rf","PPI","PPI_crossfit",300,0.2,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",300,0.2,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",300,0.2,0.3,0.0204939015319192
"rf","PPI","PPI_crossfit",300,0.25,0.422,0.0220869192057199
"rf","PPI","PPI_crossfit",300,0.25,0.422,0.0220869192057199
"rf","PPI","PPI_crossfit",300,0.25,0.422,0.0220869192057199
"rf","PPI","PPI_crossfit",300,0.3,0.564,0.0221767445762447
"rf","PPI","PPI_crossfit",300,0.3,0.564,0.0221767445762447
"rf","PPI","PPI_crossfit",300,0.3,0.564,0.0221767445762447
"rf","PPI","PPI_crossfit",300,0.35,0.684,0.020791536739741
"rf","PPI","PPI_crossfit",300,0.35,0.684,0.020791536739741
"rf","PPI","PPI_crossfit",300,0.35,0.684,0.020791536739741
"rf","PPI","PPI_crossfit",300,0.4,0.774,0.0187042241218394
"rf","PPI","PPI_crossfit",300,0.4,0.774,0.0187042241218394
"rf","PPI","PPI_crossfit",300,0.4,0.774,0.0187042241218394
"rf","PPI","PPI_crossfit",300,0.45,0.858,0.0156099967969247
"rf","PPI","PPI_crossfit",300,0.45,0.858,0.0156099967969247
"rf","PPI","PPI_crossfit",300,0.45,0.858,0.0156099967969247
"rf","PPI","PPI_crossfit",300,0.5,0.904,0.0131745208641529
"rf","PPI","PPI_crossfit",300,0.5,0.904,0.0131745208641529
"rf","PPI","PPI_crossfit",300,0.5,0.904,0.0131745208641529
"rf","PPI","PPI_crossfit",300,0.55,0.95,0.00974679434480897
"rf","PPI","PPI_crossfit",300,0.55,0.95,0.00974679434480897
"rf","PPI","PPI_crossfit",300,0.55,0.95,0.00974679434480897
"rf","PPI","PPI_crossfit",300,0.6,0.966,0.00810481338464989
"rf","PPI","PPI_crossfit",300,0.6,0.966,0.00810481338464989
"rf","PPI","PPI_crossfit",300,0.6,0.966,0.00810481338464989
"rf","PPI","PPI_noncrossfit",50,0,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0.05,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0.05,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0.05,0.048,0.00955991631762538
"rf","PPI","PPI_noncrossfit",50,0.1,0.058,0.0104533248299285
"rf","PPI","PPI_noncrossfit",50,0.1,0.058,0.0104533248299285
"rf","PPI","PPI_noncrossfit",50,0.1,0.058,0.0104533248299285
"rf","PPI","PPI_noncrossfit",50,0.15,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",50,0.15,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",50,0.15,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",50,0.2,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",50,0.2,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",50,0.2,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",50,0.25,0.1,0.0134164078649987
"rf","PPI","PPI_noncrossfit",50,0.25,0.1,0.0134164078649987
"rf","PPI","PPI_noncrossfit",50,0.25,0.1,0.0134164078649987
"rf","PPI","PPI_noncrossfit",50,0.3,0.12,0.014532721699668
"rf","PPI","PPI_noncrossfit",50,0.3,0.12,0.014532721699668
"rf","PPI","PPI_noncrossfit",50,0.3,0.12,0.014532721699668
"rf","PPI","PPI_noncrossfit",50,0.35,0.154,0.016142118820031
"rf","PPI","PPI_noncrossfit",50,0.35,0.154,0.016142118820031
"rf","PPI","PPI_noncrossfit",50,0.35,0.154,0.016142118820031
"rf","PPI","PPI_noncrossfit",50,0.4,0.192,0.0176145394489893
"rf","PPI","PPI_noncrossfit",50,0.4,0.192,0.0176145394489893
"rf","PPI","PPI_noncrossfit",50,0.4,0.192,0.0176145394489893
"rf","PPI","PPI_noncrossfit",50,0.45,0.234,0.0189337793374698
"rf","PPI","PPI_noncrossfit",50,0.45,0.234,0.0189337793374698
"rf","PPI","PPI_noncrossfit",50,0.45,0.234,0.0189337793374698
"rf","PPI","PPI_noncrossfit",50,0.5,0.282,0.0201234191925726
"rf","PPI","PPI_noncrossfit",50,0.5,0.282,0.0201234191925726
"rf","PPI","PPI_noncrossfit",50,0.5,0.282,0.0201234191925726
"rf","PPI","PPI_noncrossfit",50,0.55,0.326,0.0209630150503214
"rf","PPI","PPI_noncrossfit",50,0.55,0.326,0.0209630150503214
"rf","PPI","PPI_noncrossfit",50,0.55,0.326,0.0209630150503214
"rf","PPI","PPI_noncrossfit",50,0.6,0.378,0.0216848334095515
"rf","PPI","PPI_noncrossfit",50,0.6,0.378,0.0216848334095515
"rf","PPI","PPI_noncrossfit",50,0.6,0.378,0.0216848334095515
"rf","PPI","PPI_noncrossfit",100,0,0.052,0.00992935043192655
"rf","PPI","PPI_noncrossfit",100,0,0.052,0.00992935043192655
"rf","PPI","PPI_noncrossfit",100,0,0.052,0.00992935043192655
"rf","PPI","PPI_noncrossfit",100,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",100,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",100,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",100,0.1,0.066,0.0111035129576184
"rf","PPI","PPI_noncrossfit",100,0.1,0.066,0.0111035129576184
"rf","PPI","PPI_noncrossfit",100,0.1,0.066,0.0111035129576184
"rf","PPI","PPI_noncrossfit",100,0.15,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",100,0.15,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",100,0.15,0.084,0.0124051602166195
"rf","PPI","PPI_noncrossfit",100,0.2,0.122,0.0146366662871024
"rf","PPI","PPI_noncrossfit",100,0.2,0.122,0.0146366662871024
"rf","PPI","PPI_noncrossfit",100,0.2,0.122,0.0146366662871024
"rf","PPI","PPI_noncrossfit",100,0.25,0.152,0.0160559023415067
"rf","PPI","PPI_noncrossfit",100,0.25,0.152,0.0160559023415067
"rf","PPI","PPI_noncrossfit",100,0.25,0.152,0.0160559023415067
"rf","PPI","PPI_noncrossfit",100,0.3,0.21,0.018215378118502
"rf","PPI","PPI_noncrossfit",100,0.3,0.21,0.018215378118502
"rf","PPI","PPI_noncrossfit",100,0.3,0.21,0.018215378118502
"rf","PPI","PPI_noncrossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_noncrossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_noncrossfit",100,0.35,0.276,0.0199911980631477
"rf","PPI","PPI_noncrossfit",100,0.4,0.346,0.021273645667821
"rf","PPI","PPI_noncrossfit",100,0.4,0.346,0.021273645667821
"rf","PPI","PPI_noncrossfit",100,0.4,0.346,0.021273645667821
"rf","PPI","PPI_noncrossfit",100,0.45,0.398,0.0218904545407353
"rf","PPI","PPI_noncrossfit",100,0.45,0.398,0.0218904545407353
"rf","PPI","PPI_noncrossfit",100,0.45,0.398,0.0218904545407353
"rf","PPI","PPI_noncrossfit",100,0.5,0.47,0.0223203942617508
"rf","PPI","PPI_noncrossfit",100,0.5,0.47,0.0223203942617508
"rf","PPI","PPI_noncrossfit",100,0.5,0.47,0.0223203942617508
"rf","PPI","PPI_noncrossfit",100,0.55,0.554,0.0222298897883008
"rf","PPI","PPI_noncrossfit",100,0.55,0.554,0.0222298897883008
"rf","PPI","PPI_noncrossfit",100,0.55,0.554,0.0222298897883008
"rf","PPI","PPI_noncrossfit",100,0.6,0.614,0.0217717247823869
"rf","PPI","PPI_noncrossfit",100,0.6,0.614,0.0217717247823869
"rf","PPI","PPI_noncrossfit",100,0.6,0.614,0.0217717247823869
"rf","PPI","PPI_noncrossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_noncrossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_noncrossfit",150,0,0.042,0.00897061870775924
"rf","PPI","PPI_noncrossfit",150,0.05,0.04,0.00876356092008266
"rf","PPI","PPI_noncrossfit",150,0.05,0.04,0.00876356092008266
"rf","PPI","PPI_noncrossfit",150,0.05,0.04,0.00876356092008266
"rf","PPI","PPI_noncrossfit",150,0.1,0.054,0.0101078187557949
"rf","PPI","PPI_noncrossfit",150,0.1,0.054,0.0101078187557949
"rf","PPI","PPI_noncrossfit",150,0.1,0.054,0.0101078187557949
"rf","PPI","PPI_noncrossfit",150,0.15,0.098,0.0132963152790538
"rf","PPI","PPI_noncrossfit",150,0.15,0.098,0.0132963152790538
"rf","PPI","PPI_noncrossfit",150,0.15,0.098,0.0132963152790538
"rf","PPI","PPI_noncrossfit",150,0.2,0.146,0.015791390059143
"rf","PPI","PPI_noncrossfit",150,0.2,0.146,0.015791390059143
"rf","PPI","PPI_noncrossfit",150,0.2,0.146,0.015791390059143
"rf","PPI","PPI_noncrossfit",150,0.25,0.196,0.017752971582245
"rf","PPI","PPI_noncrossfit",150,0.25,0.196,0.017752971582245
"rf","PPI","PPI_noncrossfit",150,0.25,0.196,0.017752971582245
"rf","PPI","PPI_noncrossfit",150,0.3,0.272,0.0199005527561422
"rf","PPI","PPI_noncrossfit",150,0.3,0.272,0.0199005527561422
"rf","PPI","PPI_noncrossfit",150,0.3,0.272,0.0199005527561422
"rf","PPI","PPI_noncrossfit",150,0.35,0.364,0.0215176206863119
"rf","PPI","PPI_noncrossfit",150,0.35,0.364,0.0215176206863119
"rf","PPI","PPI_noncrossfit",150,0.35,0.364,0.0215176206863119
"rf","PPI","PPI_noncrossfit",150,0.4,0.462,0.0222960086114085
"rf","PPI","PPI_noncrossfit",150,0.4,0.462,0.0222960086114085
"rf","PPI","PPI_noncrossfit",150,0.4,0.462,0.0222960086114085
"rf","PPI","PPI_noncrossfit",150,0.45,0.574,0.0221144296783797
"rf","PPI","PPI_noncrossfit",150,0.45,0.574,0.0221144296783797
"rf","PPI","PPI_noncrossfit",150,0.45,0.574,0.0221144296783797
"rf","PPI","PPI_noncrossfit",150,0.5,0.654,0.021273645667821
"rf","PPI","PPI_noncrossfit",150,0.5,0.654,0.021273645667821
"rf","PPI","PPI_noncrossfit",150,0.5,0.654,0.021273645667821
"rf","PPI","PPI_noncrossfit",150,0.55,0.716,0.0201665068864194
"rf","PPI","PPI_noncrossfit",150,0.55,0.716,0.0201665068864194
"rf","PPI","PPI_noncrossfit",150,0.55,0.716,0.0201665068864194
"rf","PPI","PPI_noncrossfit",150,0.6,0.78,0.0185256578830551
"rf","PPI","PPI_noncrossfit",150,0.6,0.78,0.0185256578830551
"rf","PPI","PPI_noncrossfit",150,0.6,0.78,0.0185256578830551
"rf","PPI","PPI_noncrossfit",200,0,0.044,0.00917213170424411
"rf","PPI","PPI_noncrossfit",200,0,0.044,0.00917213170424411
"rf","PPI","PPI_noncrossfit",200,0,0.044,0.00917213170424411
"rf","PPI","PPI_noncrossfit",200,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",200,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",200,0.05,0.06,0.0106207344378814
"rf","PPI","PPI_noncrossfit",200,0.1,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",200,0.1,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",200,0.1,0.072,0.0115599307956406
"rf","PPI","PPI_noncrossfit",200,0.15,0.134,0.0152344346793703
"rf","PPI","PPI_noncrossfit",200,0.15,0.134,0.0152344346793703
"rf","PPI","PPI_noncrossfit",200,0.15,0.134,0.0152344346793703
"rf","PPI","PPI_noncrossfit",200,0.2,0.206,0.0180866801818355
"rf","PPI","PPI_noncrossfit",200,0.2,0.206,0.0180866801818355
"rf","PPI","PPI_noncrossfit",200,0.2,0.206,0.0180866801818355
"rf","PPI","PPI_noncrossfit",200,0.25,0.296,0.0204148965219028
"rf","PPI","PPI_noncrossfit",200,0.25,0.296,0.0204148965219028
"rf","PPI","PPI_noncrossfit",200,0.25,0.296,0.0204148965219028
"rf","PPI","PPI_noncrossfit",200,0.3,0.41,0.0219954540757858
"rf","PPI","PPI_noncrossfit",200,0.3,0.41,0.0219954540757858
"rf","PPI","PPI_noncrossfit",200,0.3,0.41,0.0219954540757858
"rf","PPI","PPI_noncrossfit",200,0.35,0.512,0.0223542389716134
"rf","PPI","PPI_noncrossfit",200,0.35,0.512,0.0223542389716134
"rf","PPI","PPI_noncrossfit",200,0.35,0.512,0.0223542389716134
"rf","PPI","PPI_noncrossfit",200,0.4,0.604,0.0218716254539986
"rf","PPI","PPI_noncrossfit",200,0.4,0.604,0.0218716254539986
"rf","PPI","PPI_noncrossfit",200,0.4,0.604,0.0218716254539986
"rf","PPI","PPI_noncrossfit",200,0.45,0.69,0.0206833266183175
"rf","PPI","PPI_noncrossfit",200,0.45,0.69,0.0206833266183175
"rf","PPI","PPI_noncrossfit",200,0.45,0.69,0.0206833266183175
"rf","PPI","PPI_noncrossfit",200,0.5,0.762,0.0190449993436597
"rf","PPI","PPI_noncrossfit",200,0.5,0.762,0.0190449993436597
"rf","PPI","PPI_noncrossfit",200,0.5,0.762,0.0190449993436597
"rf","PPI","PPI_noncrossfit",200,0.55,0.82,0.0171813852759316
"rf","PPI","PPI_noncrossfit",200,0.55,0.82,0.0171813852759316
"rf","PPI","PPI_noncrossfit",200,0.55,0.82,0.0171813852759316
