"model_type","ppi_type","design","n","delta","emp_power","mc_se"
"glm_correct","PPI++","PPI++_noncrossfit",50,0.05,0.068,0.0112584190719657
"glm_correct","PPI++","PPI++_noncrossfit",50,0.05,0.068,0.0112584190719657
"glm_correct","PPI++","PPI++_noncrossfit",50,0.1,0.098,0.0132963152790538
"glm_correct","PPI++","PPI++_noncrossfit",50,0.1,0.098,0.0132963152790538
"glm_correct","PPI++","PPI++_noncrossfit",50,0.15,0.14,0.0155177317930167
"glm_correct","PPI++","PPI++_noncrossfit",50,0.15,0.14,0.0155177317930167
"glm_correct","PPI++","PPI++_noncrossfit",50,0.2,0.188,0.0174731794473702
"glm_correct","PPI++","PPI++_noncrossfit",50,0.2,0.188,0.0174731794473702
"glm_correct","PPI++","PPI++_noncrossfit",50,0.25,0.244,0.0192074985357282
"glm_correct","PPI++","PPI++_noncrossfit",50,0.25,0.244,0.0192074985357282
"glm_correct","PPI++","PPI++_noncrossfit",50,0.3,0.32,0.0208614476966485
"glm_correct","PPI++","PPI++_noncrossfit",50,0.3,0.32,0.0208614476966485
"glm_correct","PPI++","PPI++_noncrossfit",50,0.35,0.402,0.0219269696948758
"glm_correct","PPI++","PPI++_noncrossfit",50,0.35,0.402,0.0219269696948758
"glm_correct","PPI++","PPI++_noncrossfit",50,0.4,0.494,0.022359069748091
"glm_correct","PPI++","PPI++_noncrossfit",50,0.4,0.494,0.022359069748091
"glm_correct","PPI++","PPI++_noncrossfit",50,0.45,0.57,0.0221404606998138
"glm_correct","PPI++","PPI++_noncrossfit",50,0.45,0.57,0.0221404606998138
"glm_correct","PPI++","PPI++_noncrossfit",50,0.5,0.658,0.0212149004239945
"glm_correct","PPI++","PPI++_noncrossfit",50,0.5,0.658,0.0212149004239945
"glm_correct","PPI++","PPI++_noncrossfit",50,0.55,0.734,0.0197607692157972
"glm_correct","PPI++","PPI++_noncrossfit",50,0.55,0.734,0.0197607692157972
"glm_correct","PPI++","PPI++_noncrossfit",50,0.6,0.784,0.0184034779321736
"glm_correct","PPI++","PPI++_noncrossfit",50,0.6,0.784,0.0184034779321736
"glm_correct","PPI++","PPI++_noncrossfit",100,0,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",100,0,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",100,0.05,0.056,0.0102824121683582
"glm_correct","PPI++","PPI++_noncrossfit",100,0.05,0.056,0.0102824121683582
"glm_correct","PPI++","PPI++_noncrossfit",100,0.1,0.112,0.014103616557465
"glm_correct","PPI++","PPI++_noncrossfit",100,0.1,0.112,0.014103616557465
"glm_correct","PPI++","PPI++_noncrossfit",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_noncrossfit",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_noncrossfit",100,0.2,0.284,0.0201665068864194
"glm_correct","PPI++","PPI++_noncrossfit",100,0.2,0.284,0.0201665068864194
"glm_correct","PPI++","PPI++_noncrossfit",100,0.25,0.39,0.0218128402552258
"glm_correct","PPI++","PPI++_noncrossfit",100,0.25,0.39,0.0218128402552258
"glm_correct","PPI++","PPI++_noncrossfit",100,0.3,0.524,0.0223349054173059
"glm_correct","PPI++","PPI++_noncrossfit",100,0.3,0.524,0.0223349054173059
"glm_correct","PPI++","PPI++_noncrossfit",100,0.35,0.626,0.0216390387956582
"glm_correct","PPI++","PPI++_noncrossfit",100,0.35,0.626,0.0216390387956582
"glm_correct","PPI++","PPI++_noncrossfit",100,0.4,0.728,0.0199005527561422
"glm_correct","PPI++","PPI++_noncrossfit",100,0.4,0.728,0.0199005527561422
"glm_correct","PPI++","PPI++_noncrossfit",100,0.45,0.816,0.0173288199251998
"glm_correct","PPI++","PPI++_noncrossfit",100,0.45,0.816,0.0173288199251998
"glm_correct","PPI++","PPI++_noncrossfit",100,0.5,0.89,0.0139928553197694
"glm_correct","PPI++","PPI++_noncrossfit",100,0.5,0.89,0.0139928553197694
"glm_correct","PPI++","PPI++_noncrossfit",100,0.55,0.936,0.0109456840809517
"glm_correct","PPI++","PPI++_noncrossfit",100,0.55,0.936,0.0109456840809517
"glm_correct","PPI++","PPI++_noncrossfit",100,0.6,0.962,0.00855055553750749
"glm_correct","PPI++","PPI++_noncrossfit",100,0.6,0.962,0.00855055553750749
"glm_correct","PPI++","PPI++_noncrossfit",150,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_noncrossfit",150,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_noncrossfit",150,0.05,0.086,0.0125382614424808
"glm_correct","PPI++","PPI++_noncrossfit",150,0.05,0.086,0.0125382614424808
"glm_correct","PPI++","PPI++_noncrossfit",150,0.1,0.122,0.0146366662871024
"glm_correct","PPI++","PPI++_noncrossfit",150,0.1,0.122,0.0146366662871024
"glm_correct","PPI++","PPI++_noncrossfit",150,0.15,0.21,0.018215378118502
"glm_correct","PPI++","PPI++_noncrossfit",150,0.15,0.21,0.018215378118502
"glm_correct","PPI++","PPI++_noncrossfit",150,0.2,0.348,0.0213023942316351
"glm_correct","PPI++","PPI++_noncrossfit",150,0.2,0.348,0.0213023942316351
"glm_correct","PPI++","PPI++_noncrossfit",150,0.25,0.468,0.0223148381127894
"glm_correct","PPI++","PPI++_noncrossfit",150,0.25,0.468,0.0223148381127894
"glm_correct","PPI++","PPI++_noncrossfit",150,0.3,0.608,0.0218328193323721
"glm_correct","PPI++","PPI++_noncrossfit",150,0.3,0.608,0.0218328193323721
"glm_correct","PPI++","PPI++_noncrossfit",150,0.35,0.762,0.0190449993436597
"glm_correct","PPI++","PPI++_noncrossfit",150,0.35,0.762,0.0190449993436597
"glm_correct","PPI++","PPI++_noncrossfit",150,0.4,0.848,0.0160559023415067
"glm_correct","PPI++","PPI++_noncrossfit",150,0.4,0.848,0.0160559023415067
"glm_correct","PPI++","PPI++_noncrossfit",150,0.45,0.906,0.0130509769749241
"glm_correct","PPI++","PPI++_noncrossfit",150,0.45,0.906,0.0130509769749241
"glm_correct","PPI++","PPI++_noncrossfit",150,0.5,0.948,0.00992935043192656
"glm_correct","PPI++","PPI++_noncrossfit",150,0.5,0.948,0.00992935043192656
"glm_correct","PPI++","PPI++_noncrossfit",150,0.55,0.974,0.00711674082709214
"glm_correct","PPI++","PPI++_noncrossfit",150,0.55,0.974,0.00711674082709214
"glm_correct","PPI++","PPI++_noncrossfit",150,0.6,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_noncrossfit",150,0.6,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_noncrossfit",200,0,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",200,0,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",200,0.05,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",200,0.05,0.048,0.00955991631762538
"glm_correct","PPI++","PPI++_noncrossfit",200,0.1,0.13,0.0150399468084166
"glm_correct","PPI++","PPI++_noncrossfit",200,0.1,0.13,0.0150399468084166
"glm_correct","PPI++","PPI++_noncrossfit",200,0.15,0.226,0.0187042241218394
"glm_correct","PPI++","PPI++_noncrossfit",200,0.15,0.226,0.0187042241218394
"glm_correct","PPI++","PPI++_noncrossfit",200,0.2,0.382,0.0217290588843604
"glm_correct","PPI++","PPI++_noncrossfit",200,0.2,0.382,0.0217290588843604
"glm_correct","PPI++","PPI++_noncrossfit",200,0.25,0.544,0.0222739309507774
"glm_correct","PPI++","PPI++_noncrossfit",200,0.25,0.544,0.0222739309507774
"glm_correct","PPI++","PPI++_noncrossfit",200,0.3,0.682,0.0208267136149706
"glm_correct","PPI++","PPI++_noncrossfit",200,0.3,0.682,0.0208267136149706
"glm_correct","PPI++","PPI++_noncrossfit",200,0.35,0.806,0.0176841171676734
"glm_correct","PPI++","PPI++_noncrossfit",200,0.35,0.806,0.0176841171676734
"glm_correct","PPI++","PPI++_noncrossfit",200,0.4,0.9,0.0134164078649987
"glm_correct","PPI++","PPI++_noncrossfit",200,0.4,0.9,0.0134164078649987
"glm_correct","PPI++","PPI++_noncrossfit",200,0.45,0.948,0.00992935043192656
"glm_correct","PPI++","PPI++_noncrossfit",200,0.45,0.948,0.00992935043192656
"glm_correct","PPI++","PPI++_noncrossfit",200,0.5,0.97,0.00762889244910426
"glm_correct","PPI++","PPI++_noncrossfit",200,0.5,0.97,0.00762889244910426
"glm_correct","PPI++","PPI++_noncrossfit",200,0.55,0.99,0.0044497190922574
"glm_correct","PPI++","PPI++_noncrossfit",200,0.55,0.99,0.0044497190922574
"glm_correct","PPI++","PPI++_noncrossfit",200,0.6,0.998,0.00199799899899875
"glm_correct","PPI++","PPI++_noncrossfit",200,0.6,0.998,0.00199799899899875
"glm_correct","PPI++","PPI++_noncrossfit",300,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_noncrossfit",300,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_noncrossfit",300,0.05,0.072,0.0115599307956406
"glm_correct","PPI++","PPI++_noncrossfit",300,0.05,0.072,0.0115599307956406
"glm_correct","PPI++","PPI++_noncrossfit",300,0.1,0.144,0.0157012101444443
"glm_correct","PPI++","PPI++_noncrossfit",300,0.1,0.144,0.0157012101444443
"glm_correct","PPI++","PPI++_noncrossfit",300,0.15,0.308,0.0206463556106156
"glm_correct","PPI++","PPI++_noncrossfit",300,0.15,0.308,0.0206463556106156
"glm_correct","PPI++","PPI++_noncrossfit",300,0.2,0.462,0.0222960086114085
"glm_correct","PPI++","PPI++_noncrossfit",300,0.2,0.462,0.0222960086114085
"glm_correct","PPI++","PPI++_noncrossfit",300,0.25,0.666,0.0210923682880799
"glm_correct","PPI++","PPI++_noncrossfit",300,0.25,0.666,0.0210923682880799
"glm_correct","PPI++","PPI++_noncrossfit",300,0.3,0.812,0.0174731794473702
"glm_correct","PPI++","PPI++_noncrossfit",300,0.3,0.812,0.0174731794473702
"glm_correct","PPI++","PPI++_noncrossfit",300,0.35,0.896,0.013651666564929
"glm_correct","PPI++","PPI++_noncrossfit",300,0.35,0.896,0.013651666564929
"glm_correct","PPI++","PPI++_noncrossfit",300,0.4,0.956,0.00917213170424412
"glm_correct","PPI++","PPI++_noncrossfit",300,0.4,0.956,0.00917213170424412
"glm_correct","PPI++","PPI++_noncrossfit",300,0.45,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_noncrossfit",300,0.45,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_noncrossfit",300,0.5,0.994,0.00345369367489359
"glm_correct","PPI++","PPI++_noncrossfit",300,0.5,0.994,0.00345369367489359
"glm_correct","PPI++","PPI++_noncrossfit",300,0.55,0.996,0.00282276460230038
"glm_correct","PPI++","PPI++_noncrossfit",300,0.55,0.996,0.00282276460230038
"glm_correct","PPI++","PPI++_noncrossfit",300,0.6,1,0
"glm_correct","PPI++","PPI++_noncrossfit",300,0.6,1,0
"glm_mis","PPI","PPI_crossfit",50,0,0.032,0.00787095928079926
"glm_mis","PPI","PPI_crossfit",50,0,0.032,0.00787095928079926
"glm_mis","PPI","PPI_crossfit",50,0,0.032,0.00787095928079926
"glm_mis","PPI","PPI_crossfit",50,0.05,0.036,0.0083311463797007
"glm_mis","PPI","PPI_crossfit",50,0.05,0.036,0.0083311463797007
"glm_mis","PPI","PPI_crossfit",50,0.05,0.036,0.0083311463797007
"glm_mis","PPI","PPI_crossfit",50,0.1,0.044,0.00917213170424411
"glm_mis","PPI","PPI_crossfit",50,0.1,0.044,0.00917213170424411
"glm_mis","PPI","PPI_crossfit",50,0.1,0.044,0.00917213170424411
"glm_mis","PPI","PPI_crossfit",50,0.15,0.06,0.0106207344378814
"glm_mis","PPI","PPI_crossfit",50,0.15,0.06,0.0106207344378814
"glm_mis","PPI","PPI_crossfit",50,0.15,0.06,0.0106207344378814
"glm_mis","PPI","PPI_crossfit",50,0.2,0.094,0.0130509769749241
"glm_mis","PPI","PPI_crossfit",50,0.2,0.094,0.0130509769749241
"glm_mis","PPI","PPI_crossfit",50,0.2,0.094,0.0130509769749241
"glm_mis","PPI","PPI_crossfit",50,0.25,0.118,0.0144274737913468
"glm_mis","PPI","PPI_crossfit",50,0.25,0.118,0.0144274737913468
"glm_mis","PPI","PPI_crossfit",50,0.25,0.118,0.0144274737913468
"glm_mis","PPI","PPI_crossfit",50,0.3,0.138,0.01542439626047
"glm_mis","PPI","PPI_crossfit",50,0.3,0.138,0.01542439626047
"glm_mis","PPI","PPI_crossfit",50,0.3,0.138,0.01542439626047
"glm_mis","PPI","PPI_crossfit",50,0.35,0.164,0.0165592270351004
"glm_mis","PPI","PPI_crossfit",50,0.35,0.164,0.0165592270351004
"glm_mis","PPI","PPI_crossfit",50,0.35,0.164,0.0165592270351004
"glm_mis","PPI","PPI_crossfit",50,0.4,0.216,0.0184034779321736
"glm_mis","PPI","PPI_crossfit",50,0.4,0.216,0.0184034779321736
"glm_mis","PPI","PPI_crossfit",50,0.4,0.216,0.0184034779321736
"glm_mis","PPI","PPI_crossfit",50,0.45,0.27,0.0198544705293292
"glm_mis","PPI","PPI_crossfit",50,0.45,0.27,0.0198544705293292
"glm_mis","PPI","PPI_crossfit",50,0.45,0.27,0.0198544705293292
"glm_mis","PPI","PPI_crossfit",50,0.5,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",50,0.5,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",50,0.5,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",50,0.55,0.348,0.0213023942316351
"glm_mis","PPI","PPI_crossfit",50,0.55,0.348,0.0213023942316351
"glm_mis","PPI","PPI_crossfit",50,0.55,0.348,0.0213023942316351
"glm_mis","PPI","PPI_crossfit",50,0.6,0.394,0.021852414054287
"glm_mis","PPI","PPI_crossfit",50,0.6,0.394,0.021852414054287
"glm_mis","PPI","PPI_crossfit",50,0.6,0.394,0.021852414054287
"glm_mis","PPI","PPI_crossfit",100,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",100,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",100,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",100,0.1,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",100,0.1,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",100,0.1,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",100,0.15,0.07,0.0114105214604767
"glm_mis","PPI","PPI_crossfit",100,0.15,0.07,0.0114105214604767
"glm_mis","PPI","PPI_crossfit",100,0.15,0.07,0.0114105214604767
"glm_mis","PPI","PPI_crossfit",100,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_crossfit",100,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_crossfit",100,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_crossfit",100,0.25,0.154,0.016142118820031
"glm_mis","PPI","PPI_crossfit",100,0.25,0.154,0.016142118820031
"glm_mis","PPI","PPI_crossfit",100,0.25,0.154,0.016142118820031
"glm_mis","PPI","PPI_crossfit",100,0.3,0.212,0.0182787308093314
"glm_mis","PPI","PPI_crossfit",100,0.3,0.212,0.0182787308093314
"glm_mis","PPI","PPI_crossfit",100,0.3,0.212,0.0182787308093314
"glm_mis","PPI","PPI_crossfit",100,0.35,0.26,0.0196163197363828
"glm_mis","PPI","PPI_crossfit",100,0.35,0.26,0.0196163197363828
"glm_mis","PPI","PPI_crossfit",100,0.35,0.26,0.0196163197363828
"glm_mis","PPI","PPI_crossfit",100,0.4,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",100,0.4,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",100,0.4,0.314,0.0207559148196364
"glm_mis","PPI","PPI_crossfit",100,0.45,0.378,0.0216848334095515
"glm_mis","PPI","PPI_crossfit",100,0.45,0.378,0.0216848334095515
"glm_mis","PPI","PPI_crossfit",100,0.45,0.378,0.0216848334095515
"glm_mis","PPI","PPI_crossfit",100,0.5,0.424,0.022100859711785
"glm_mis","PPI","PPI_crossfit",100,0.5,0.424,0.022100859711785
"glm_mis","PPI","PPI_crossfit",100,0.5,0.424,0.022100859711785
"glm_mis","PPI","PPI_crossfit",100,0.55,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",100,0.55,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",100,0.55,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",100,0.6,0.532,0.0223148381127894
"glm_mis","PPI","PPI_crossfit",100,0.6,0.532,0.0223148381127894
"glm_mis","PPI","PPI_crossfit",100,0.6,0.532,0.0223148381127894
"glm_mis","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",150,0,0.042,0.00897061870775924
"glm_mis","PPI","PPI_crossfit",150,0.05,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",150,0.05,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",150,0.05,0.052,0.00992935043192655
"glm_mis","PPI","PPI_crossfit",150,0.1,0.066,0.0111035129576184
"glm_mis","PPI","PPI_crossfit",150,0.1,0.066,0.0111035129576184
"glm_mis","PPI","PPI_crossfit",150,0.1,0.066,0.0111035129576184
"glm_mis","PPI","PPI_crossfit",150,0.15,0.096,0.0131745208641529
"glm_mis","PPI","PPI_crossfit",150,0.15,0.096,0.0131745208641529
"glm_mis","PPI","PPI_crossfit",150,0.15,0.096,0.0131745208641529
"glm_mis","PPI","PPI_crossfit",150,0.2,0.124,0.0147393351274744
"glm_mis","PPI","PPI_crossfit",150,0.2,0.124,0.0147393351274744
"glm_mis","PPI","PPI_crossfit",150,0.2,0.124,0.0147393351274744
"glm_mis","PPI","PPI_crossfit",150,0.25,0.186,0.0174013792556797
"glm_mis","PPI","PPI_crossfit",150,0.25,0.186,0.0174013792556797
"glm_mis","PPI","PPI_crossfit",150,0.25,0.186,0.0174013792556797
"glm_mis","PPI","PPI_crossfit",150,0.3,0.25,0.0193649167310371
"glm_mis","PPI","PPI_crossfit",150,0.3,0.25,0.0193649167310371
"glm_mis","PPI","PPI_crossfit",150,0.3,0.25,0.0193649167310371
"glm_mis","PPI","PPI_crossfit",150,0.35,0.324,0.020929596269398
"glm_mis","PPI","PPI_crossfit",150,0.35,0.324,0.020929596269398
"glm_mis","PPI","PPI_crossfit",150,0.35,0.324,0.020929596269398
"glm_mis","PPI","PPI_crossfit",150,0.4,0.412,0.0220116332878776
"glm_mis","PPI","PPI_crossfit",150,0.4,0.412,0.0220116332878776
"glm_mis","PPI","PPI_crossfit",150,0.4,0.412,0.0220116332878776
"glm_mis","PPI","PPI_crossfit",150,0.45,0.492,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",150,0.45,0.492,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",150,0.45,0.492,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",150,0.5,0.576,0.022100859711785
"glm_mis","PPI","PPI_crossfit",150,0.5,0.576,0.022100859711785
"glm_mis","PPI","PPI_crossfit",150,0.5,0.576,0.022100859711785
"glm_mis","PPI","PPI_crossfit",150,0.55,0.638,0.0214921380974532
"glm_mis","PPI","PPI_crossfit",150,0.55,0.638,0.0214921380974532
"glm_mis","PPI","PPI_crossfit",150,0.55,0.638,0.0214921380974532
"glm_mis","PPI","PPI_crossfit",150,0.6,0.694,0.0206089301032344
"glm_mis","PPI","PPI_crossfit",150,0.6,0.694,0.0206089301032344
"glm_mis","PPI","PPI_crossfit",150,0.6,0.694,0.0206089301032344
"glm_mis","PPI","PPI_crossfit",200,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_crossfit",200,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_crossfit",200,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_crossfit",200,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_crossfit",200,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_crossfit",200,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_crossfit",200,0.1,0.092,0.01292563344676
"glm_mis","PPI","PPI_crossfit",200,0.1,0.092,0.01292563344676
"glm_mis","PPI","PPI_crossfit",200,0.1,0.092,0.01292563344676
"glm_mis","PPI","PPI_crossfit",200,0.15,0.122,0.0146366662871024
"glm_mis","PPI","PPI_crossfit",200,0.15,0.122,0.0146366662871024
"glm_mis","PPI","PPI_crossfit",200,0.15,0.122,0.0146366662871024
"glm_mis","PPI","PPI_crossfit",200,0.2,0.162,0.016477621187538
"glm_mis","PPI","PPI_crossfit",200,0.2,0.162,0.016477621187538
"glm_mis","PPI","PPI_crossfit",200,0.2,0.162,0.016477621187538
"glm_mis","PPI","PPI_crossfit",200,0.25,0.224,0.0186453211289052
"glm_mis","PPI","PPI_crossfit",200,0.25,0.224,0.0186453211289052
"glm_mis","PPI","PPI_crossfit",200,0.25,0.224,0.0186453211289052
"glm_mis","PPI","PPI_crossfit",200,0.3,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",200,0.3,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",200,0.3,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",200,0.35,0.386,0.0217717247823869
"glm_mis","PPI","PPI_crossfit",200,0.35,0.386,0.0217717247823869
"glm_mis","PPI","PPI_crossfit",200,0.35,0.386,0.0217717247823869
"glm_mis","PPI","PPI_crossfit",200,0.4,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",200,0.4,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",200,0.4,0.472,0.0223255906976725
"glm_mis","PPI","PPI_crossfit",200,0.45,0.56,0.0221990990808186
"glm_mis","PPI","PPI_crossfit",200,0.45,0.56,0.0221990990808186
"glm_mis","PPI","PPI_crossfit",200,0.45,0.56,0.0221990990808186
"glm_mis","PPI","PPI_crossfit",200,0.5,0.632,0.0215673827804859
"glm_mis","PPI","PPI_crossfit",200,0.5,0.632,0.0215673827804859
"glm_mis","PPI","PPI_crossfit",200,0.5,0.632,0.0215673827804859
"glm_mis","PPI","PPI_crossfit",200,0.55,0.698,0.0205327056181108
"glm_mis","PPI","PPI_crossfit",200,0.55,0.698,0.0205327056181108
"glm_mis","PPI","PPI_crossfit",200,0.55,0.698,0.0205327056181108
"glm_mis","PPI","PPI_crossfit",200,0.6,0.754,0.0192605295877346
"glm_mis","PPI","PPI_crossfit",200,0.6,0.754,0.0192605295877346
"glm_mis","PPI","PPI_crossfit",200,0.6,0.754,0.0192605295877346
"glm_mis","PPI","PPI_crossfit",300,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",300,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",300,0,0.038,0.00855055553750749
"glm_mis","PPI","PPI_crossfit",300,0.05,0.048,0.00955991631762538
"glm_mis","PPI","PPI_crossfit",300,0.05,0.048,0.00955991631762538
"glm_mis","PPI","PPI_crossfit",300,0.05,0.048,0.00955991631762538
"glm_mis","PPI","PPI_crossfit",300,0.1,0.088,0.0126693330526907
"glm_mis","PPI","PPI_crossfit",300,0.1,0.088,0.0126693330526907
"glm_mis","PPI","PPI_crossfit",300,0.1,0.088,0.0126693330526907
"glm_mis","PPI","PPI_crossfit",300,0.15,0.14,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.15,0.14,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.15,0.14,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.2,0.208,0.0181513635851415
"glm_mis","PPI","PPI_crossfit",300,0.2,0.208,0.0181513635851415
"glm_mis","PPI","PPI_crossfit",300,0.2,0.208,0.0181513635851415
"glm_mis","PPI","PPI_crossfit",300,0.25,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",300,0.25,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",300,0.25,0.31,0.0206833266183175
"glm_mis","PPI","PPI_crossfit",300,0.3,0.41,0.0219954540757858
"glm_mis","PPI","PPI_crossfit",300,0.3,0.41,0.0219954540757858
"glm_mis","PPI","PPI_crossfit",300,0.3,0.41,0.0219954540757858
"glm_mis","PPI","PPI_crossfit",300,0.35,0.508,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",300,0.35,0.508,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",300,0.35,0.508,0.0223578174247846
"glm_mis","PPI","PPI_crossfit",300,0.4,0.634,0.0215427017804174
"glm_mis","PPI","PPI_crossfit",300,0.4,0.634,0.0215427017804174
"glm_mis","PPI","PPI_crossfit",300,0.4,0.634,0.0215427017804174
"glm_mis","PPI","PPI_crossfit",300,0.45,0.722,0.0200357680162254
"glm_mis","PPI","PPI_crossfit",300,0.45,0.722,0.0200357680162254
"glm_mis","PPI","PPI_crossfit",300,0.45,0.722,0.0200357680162254
"glm_mis","PPI","PPI_crossfit",300,0.5,0.812,0.0174731794473702
"glm_mis","PPI","PPI_crossfit",300,0.5,0.812,0.0174731794473702
"glm_mis","PPI","PPI_crossfit",300,0.5,0.812,0.0174731794473702
"glm_mis","PPI","PPI_crossfit",300,0.55,0.86,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.55,0.86,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.55,0.86,0.0155177317930167
"glm_mis","PPI","PPI_crossfit",300,0.6,0.902,0.0132963152790538
"glm_mis","PPI","PPI_crossfit",300,0.6,0.902,0.0132963152790538
"glm_mis","PPI","PPI_crossfit",300,0.6,0.902,0.0132963152790538
"glm_mis","PPI","PPI_noncrossfit",50,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_noncrossfit",50,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_noncrossfit",50,0,0.078,0.0119929979571415
"glm_mis","PPI","PPI_noncrossfit",50,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_noncrossfit",50,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_noncrossfit",50,0.05,0.08,0.0121326007104825
"glm_mis","PPI","PPI_noncrossfit",50,0.1,0.084,0.0124051602166195
"glm_mis","PPI","PPI_noncrossfit",50,0.1,0.084,0.0124051602166195
"glm_mis","PPI","PPI_noncrossfit",50,0.1,0.084,0.0124051602166195
"glm_mis","PPI","PPI_noncrossfit",50,0.15,0.09,0.0127984374046209
"glm_mis","PPI","PPI_noncrossfit",50,0.15,0.09,0.0127984374046209
"glm_mis","PPI","PPI_noncrossfit",50,0.15,0.09,0.0127984374046209
"glm_mis","PPI","PPI_noncrossfit",50,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_noncrossfit",50,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_noncrossfit",50,0.2,0.106,0.0137669168661687
"glm_mis","PPI","PPI_noncrossfit",50,0.25,0.114,0.0142129518397833
"glm_mis","PPI","PPI_noncrossfit",50,0.25,0.114,0.0142129518397833
"glm_mis","PPI","PPI_noncrossfit",50,0.25,0.114,0.0142129518397833
"glm_mis","PPI","PPI_noncrossfit",50,0.3,0.148,0.0158805541465026
"glm_mis","PPI","PPI_noncrossfit",50,0.3,0.148,0.0158805541465026
"glm_mis","PPI","PPI_noncrossfit",50,0.3,0.148,0.0158805541465026
"glm_mis","PPI","PPI_noncrossfit",50,0.35,0.18,0.0171813852759316
"glm_mis","PPI","PPI_noncrossfit",50,0.35,0.18,0.0171813852759316
