model_type,ppi_type,n,delta,lambda_mode,PPI_crossfit,PPIpp_crossfit,PPIpp_independent_split,avg_lambda_hat,sd_lambda_hat,lambda_oracle,var_fhat,var_res,cor_Y_fhat,ratio_cov_over_var,N,design
glm_correct,PPI++,100,0.5,plugin,TRUE,FALSE,TRUE,0.7854537300317059,0.22163306892306595,0.968052863659294,17.08719441173925,1.8829279261718297,0.9649700402818863,1.0164555068422587,2000,PPI++_independent_split
glm_correct,PPI++,100,0.5,plugin,TRUE,TRUE,FALSE,0.7861659816874043,0.2265477264292535,0.9660527086927642,17.012824821430815,1.9396825015174033,0.9615069902323784,1.0143553441274025,2000,PPI++_crossfit
glm_correct,PPI++,150,0.5,plugin,FALSE,FALSE,FALSE,0.810353517897356,0.20024855509376288,0.9443354651935828,17.032209106555637,1.7303968659379463,0.968052297935601,1.0151606250831016,2000,PPI++_noncrossfit
glm_correct,PPI++,150,0.5,plugin,FALSE,FALSE,TRUE,0.8035319804191473,0.19802420302404047,0.9453083162161673,16.897757578676213,1.8305192610611094,0.96585248162913,1.0162064399323798,2000,PPI++_independent_split
glm_correct,PPI++,150,0.5,plugin,FALSE,TRUE,FALSE,0.8012531604378856,0.20470199595019822,0.9442301010209269,17.086765940553825,1.8714612468362846,0.9646678840924694,1.0150473585974964,2000,PPI++_crossfit
glm_correct,PPI++,150,0.5,plugin,TRUE,FALSE,FALSE,0.810353517897356,0.20024855509376288,0.9443354651935828,17.032209106555637,1.7303968659379463,0.968052297935601,1.0151606250831016,2000,PPI++_noncrossfit
glm_correct,PPI++,150,0.5,plugin,TRUE,FALSE,TRUE,0.8035319804191473,0.19802420302404047,0.9453083162161673,16.897757578676213,1.8305192610611094,0.96585248162913,1.0162064399323798,2000,PPI++_independent_split
glm_correct,PPI++,150,0.5,plugin,TRUE,TRUE,FALSE,0.8012531604378856,0.20470199595019822,0.9442301010209269,17.086765940553825,1.8714612468362846,0.9646678840924694,1.0150473585974964,2000,PPI++_crossfit
glm_correct,PPI++,200,0.5,plugin,FALSE,FALSE,FALSE,0.806999749776501,0.18676012551120658,0.9235037099796111,17.081440219421673,1.7606294412249832,0.9680065715868643,1.0158540809775722,2000,PPI++_noncrossfit
glm_correct,PPI++,200,0.5,plugin,FALSE,FALSE,TRUE,0.8174194347713876,0.18803328434028105,0.9234979902283623,16.919910521992787,1.7545918908059635,0.9677453212929374,1.0158477892511986,2000,PPI++_independent_split
glm_correct,PPI++,200,0.5,plugin,FALSE,TRUE,FALSE,0.818904270848704,0.1861806106736234,0.922223796494278,16.984630587744977,1.7434334571147996,0.9666596494498496,1.0144461761437058,2000,PPI++_crossfit
glm_correct,PPI++,200,0.5,plugin,TRUE,FALSE,FALSE,0.806999749776501,0.18676012551120658,0.9235037099796111,17.081440219421673,1.7606294412249832,0.9680065715868643,1.0158540809775722,2000,PPI++_noncrossfit
glm_correct,PPI++,200,0.5,plugin,TRUE,FALSE,TRUE,0.8174194347713876,0.18803328434028105,0.9234979902283623,16.919910521992787,1.7545918908059635,0.9677453212929374,1.0158477892511986,2000,PPI++_independent_split
glm_correct,PPI++,200,0.5,plugin,TRUE,TRUE,FALSE,0.818904270848704,0.1861806106736234,0.922223796494278,16.984630587744977,1.7434334571147996,0.9666596494498496,1.0144461761437058,2000,PPI++_crossfit
glm_correct,PPI++,300,0.5,plugin,FALSE,FALSE,FALSE,0.816366502213733,0.16761298321091647,0.8845518272534736,16.92028705774451,1.7368370919575467,0.9696097578446224,1.0172346013414946,2000,PPI++_noncrossfit
glm_correct,PPI++,300,0.5,plugin,FALSE,FALSE,TRUE,0.8105382238379254,0.16968319833865797,0.8845737707039035,17.075041451500223,1.7812420311321513,0.9685799641022974,1.017259836309489,2000,PPI++_independent_split
glm_correct,PPI++,300,0.5,plugin,FALSE,TRUE,FALSE,0.8055621637559176,0.1737292928818494,0.8849561655464278,17.032780574279585,1.8367471594188713,0.9677857598002145,1.0176995903783919,2000,PPI++_crossfit
glm_correct,PPI++,300,0.5,plugin,TRUE,FALSE,FALSE,0.816366502213733,0.16761298321091647,0.8845518272534736,16.92028705774451,1.7368370919575467,0.9696097578446224,1.0172346013414946,2000,PPI++_noncrossfit
glm_correct,PPI++,300,0.5,plugin,TRUE,FALSE,TRUE,0.8105382238379254,0.16968319833865797,0.8845737707039035,17.075041451500223,1.7812420311321513,0.9685799641022974,1.017259836309489,2000,PPI++_independent_split
glm_correct,PPI++,300,0.5,plugin,TRUE,TRUE,FALSE,0.8055621637559176,0.1737292928818494,0.8849561655464278,17.032780574279585,1.8367471594188713,0.9677857598002145,1.0176995903783919,2000,PPI++_crossfit
glm_mis,PPI,50,0.5,plugin,FALSE,FALSE,FALSE,1,0,1.0608301851420936,10.95060421049428,9.330148726432821,0.7463313489850375,1.0873509397706458,2000,PPI_noncrossfit
glm_mis,PPI,50,0.5,plugin,FALSE,FALSE,TRUE,1,0,1.0608301851420936,10.95060421049428,9.330148726432821,0.7463313489850375,1.0873509397706458,2000,PPI_noncrossfit
glm_mis,PPI,50,0.5,plugin,FALSE,TRUE,FALSE,1,0,1.0608301851420936,10.95060421049428,9.330148726432821,0.7463313489850375,1.0873509397706458,2000,PPI_noncrossfit
glm_mis,PPI,50,0.5,plugin,TRUE,FALSE,FALSE,1,0,0.9200807205999597,9.30785165447589,9.30305219974046,0.6926600890290265,0.9430827386149586,2000,PPI_crossfit
glm_mis,PPI,50,0.5,plugin,TRUE,FALSE,TRUE,1,0,0.9200807205999597,9.30785165447589,9.30305219974046,0.6926600890290265,0.9430827386149586,2000,PPI_crossfit
glm_mis,PPI,50,0.5,plugin,TRUE,TRUE,FALSE,1,0,0.9200807205999597,9.30785165447589,9.30305219974046,0.6926600890290265,0.9430827386149586,2000,PPI_crossfit
glm_mis,PPI,100,0.5,plugin,FALSE,FALSE,FALSE,1,0,1.0350795202775478,10.177452776173043,9.284794534731224,0.7532908951812136,1.0868334962914252,2000,PPI_noncrossfit
glm_mis,PPI,100,0.5,plugin,FALSE,FALSE,TRUE,1,0,1.0350795202775478,10.177452776173043,9.284794534731224,0.7532908951812136,1.0868334962914252,2000,PPI_noncrossfit
glm_mis,PPI,100,0.5,plugin,FALSE,TRUE,FALSE,1,0,1.0350795202775478,10.177452776173043,9.284794534731224,0.7532908951812136,1.0868334962914252,2000,PPI_noncrossfit
glm_mis,PPI,100,0.5,plugin,TRUE,FALSE,FALSE,1,0,0.9185219905166081,10.015987111818617,9.616396779074945,0.7058003766413335,0.9644480900424386,2000,PPI_crossfit
glm_mis,PPI,100,0.5,plugin,TRUE,FALSE,TRUE,1,0,0.9185219905166081,10.015987111818617,9.616396779074945,0.7058003766413335,0.9644480900424386,2000,PPI_crossfit
glm_mis,PPI,100,0.5,plugin,TRUE,TRUE,FALSE,1,0,0.9185219905166081,10.015987111818617,9.616396779074945,0.7058003766413335,0.9644480900424386,2000,PPI_crossfit
glm_mis,PPI,150,0.5,plugin,FALSE,FALSE,FALSE,1,0,0.9772192052344061,10.314694552323946,8.791159780953311,0.7517249303590751,1.0505106456269866,2000,PPI_noncrossfit
glm_mis,PPI,150,0.5,plugin,FALSE,FALSE,TRUE,1,0,0.9772192052344061,10.314694552323946,8.791159780953311,0.7517249303590751,1.0505106456269866,2000,PPI_noncrossfit
glm_mis,PPI,150,0.5,plugin,FALSE,TRUE,FALSE,1,0,0.9772192052344061,10.314694552323946,8.791159780953311,0.7517249303590751,1.0505106456269866,2000,PPI_noncrossfit
glm_mis,PPI,150,0.5,plugin,TRUE,FALSE,FALSE,1,0,0.9090405106383674,9.934372447605242,8.905466220066447,0.7209874222024113,0.977218548936245,2000,PPI_crossfit
glm_mis,PPI,150,0.5,plugin,TRUE,FALSE,TRUE,1,0,0.9090405106383674,9.934372447605242,8.905466220066447,0.7209874222024113,0.977218548936245,2000,PPI_crossfit
glm_mis,PPI,150,0.5,plugin,TRUE,TRUE,FALSE,1,0,0.9090405106383674,9.934372447605242,8.905466220066447,0.7209874222024113,0.977218548936245,2000,PPI_crossfit
glm_mis,PPI,200,0.5,plugin,FALSE,FALSE,FALSE,1,0,0.9488748882051056,10.17826812183268,8.870314995751736,0.7486061508357796,1.0437623770256161,2000,PPI_noncrossfit
glm_mis,PPI,200,0.5,plugin,FALSE,FALSE,TRUE,1,0,0.9488748882051056,10.17826812183268,8.870314995751736,0.7486061508357796,1.0437623770256161,2000,PPI_noncrossfit
glm_mis,PPI,200,0.5,plugin,FALSE,TRUE,FALSE,1,0,0.9488748882051056,10.17826812183268,8.870314995751736,0.7486061508357796,1.0437623770256161,2000,PPI_noncrossfit
glm_mis,PPI,200,0.5,plugin,TRUE,FALSE,FALSE,1,0,0.892351632619633,10.02057896051697,8.863465706700492,0.7249935637558934,0.9815867958815964,2000,PPI_crossfit
glm_mis,PPI,200,0.5,plugin,TRUE,FALSE,TRUE,1,0,0.892351632619633,10.02057896051697,8.863465706700492,0.7249935637558934,0.9815867958815964,2000,PPI_crossfit
glm_mis,PPI,200,0.5,plugin,TRUE,TRUE,FALSE,1,0,0.892351632619633,10.02057896051697,8.863465706700492,0.7249935637558934,0.9815867958815964,2000,PPI_crossfit
glm_mis,PPI,300,0.5,plugin,FALSE,FALSE,FALSE,1,0,0.8927897157583149,10.33500780852401,8.367328785897534,0.7506892510289755,1.026708173122062,2000,PPI_noncrossfit
glm_mis,PPI,300,0.5,plugin,FALSE,FALSE,TRUE,1,0,0.8927897157583149,10.33500780852401,8.367328785897534,0.7506892510289755,1.026708173122062,2000,PPI_noncrossfit
glm_mis,PPI,300,0.5,plugin,FALSE,TRUE,FALSE,1,0,0.8927897157583149,10.33500780852401,8.367328785897534,0.7506892510289755,1.026708173122062,2000,PPI_noncrossfit
glm_mis,PPI,300,0.5,plugin,TRUE,FALSE,FALSE,1,0,0.8584148208866758,9.920563382609116,8.544188195513868,0.7305949729344713,0.987177044019677,2000,PPI_crossfit
glm_mis,PPI,300,0.5,plugin,TRUE,FALSE,TRUE,1,0,0.8584148208866758,9.920563382609116,8.544188195513868,0.7305949729344713,0.987177044019677,2000,PPI_crossfit
glm_mis,PPI,300,0.5,plugin,TRUE,TRUE,FALSE,1,0,0.8584148208866758,9.920563382609116,8.544188195513868,0.7305949729344713,0.987177044019677,2000,PPI_crossfit
glm_mis,PPI++,50,0.5,plugin,FALSE,FALSE,FALSE,0.9135420813896379,0.11043714709452548,0.9786371048070943,10.674146078605297,7.348220233686617,0.7817471157552551,1.0031030324272716,2000,PPI++_noncrossfit
glm_mis,PPI++,50,0.5,plugin,FALSE,FALSE,TRUE,0.8034445095710799,0.23860347336761784,1.0468137404469968,10.95060421049428,8.165501216133535,0.7463313489850375,1.0729840839581717,2000,PPI++_independent_split
glm_mis,PPI++,50,0.5,plugin,FALSE,TRUE,FALSE,0.8588564827099322,0.1444919718989845,0.9187243716974226,9.30785165447589,9.148130848238004,0.6926600890290265,0.9416924809898581,2000,PPI++_crossfit
glm_mis,PPI++,50,0.5,plugin,TRUE,FALSE,FALSE,0.9135420813896379,0.11043714709452548,0.9786371048070943,10.674146078605297,7.348220233686617,0.7817471157552551,1.0031030324272716,2000,PPI++_noncrossfit
glm_mis,PPI++,50,0.5,plugin,TRUE,FALSE,TRUE,0.8034445095710799,0.23860347336761784,1.0468137404469968,10.95060421049428,8.165501216133535,0.7463313489850375,1.0729840839581717,2000,PPI++_independent_split
glm_mis,PPI++,50,0.5,plugin,TRUE,TRUE,FALSE,0.8588564827099322,0.1444919718989845,0.9187243716974226,9.30785165447589,9.148130848238004,0.6926600890290265,0.9416924809898581,2000,PPI++_crossfit
glm_mis,PPI++,100,0.5,plugin,FALSE,FALSE,FALSE,0.9260003319812257,0.08057076505735299,0.956312234834579,10.213568879433732,7.45112716915437,0.7703508027142775,1.004127846576308,2000,PPI++_noncrossfit
glm_mis,PPI++,100,0.5,plugin,FALSE,FALSE,TRUE,0.8669823280481165,0.17448786781166786,1.028048892953238,10.177452776173043,8.763625262561181,0.7532908951812136,1.0794513376009,2000,PPI++_independent_split
glm_mis,PPI++,100,0.5,plugin,FALSE,TRUE,FALSE,0.8806361904081624,0.11353964343023633,0.9190730176374564,10.015987111818617,9.574022553031474,0.7058003766413335,0.9650266685193293,2000,PPI++_crossfit
glm_mis,PPI++,100,0.5,plugin,TRUE,FALSE,FALSE,0.9260003319812257,0.08057076505735299,0.956312234834579,10.213568879433732,7.45112716915437,0.7703508027142775,1.004127846576308,2000,PPI++_noncrossfit
glm_mis,PPI++,100,0.5,plugin,TRUE,FALSE,TRUE,0.8669823280481165,0.17448786781166786,1.028048892953238,10.177452776173043,8.763625262561181,0.7532908951812136,1.0794513376009,2000,PPI++_independent_split
glm_mis,PPI++,100,0.5,plugin,TRUE,TRUE,FALSE,0.8806361904081624,0.11353964343023633,0.9190730176374564,10.015987111818617,9.574022553031474,0.7058003766413335,0.9650266685193293,2000,PPI++_crossfit
glm_mis,PPI++,150,0.5,plugin,FALSE,FALSE,FALSE,0.9228926200896914,0.0754912137219533,0.9347771126244827,10.286999928940123,7.931804348136333,0.7633448424535888,1.0048853960713189,2000,PPI++_noncrossfit
glm_mis,PPI++,150,0.5,plugin,FALSE,FALSE,TRUE,0.8642714539195373,0.15877496502664293,0.9725252020098659,10.314694552323946,8.43561836417465,0.7517249303590751,1.0454645921606058,2000,PPI++_independent_split
glm_mis,PPI++,150,0.5,plugin,FALSE,TRUE,FALSE,0.8856909814305847,0.09001135461702112,0.9107393681733278,9.934372447605242,8.944838033500561,0.7209874222024113,0.9790448207863274,2000,PPI++_crossfit
glm_mis,PPI++,150,0.5,plugin,TRUE,FALSE,FALSE,0.9228926200896914,0.0754912137219533,0.9347771126244827,10.286999928940123,7.931804348136333,0.7633448424535888,1.0048853960713189,2000,PPI++_noncrossfit
glm_mis,PPI++,150,0.5,plugin,TRUE,FALSE,TRUE,0.8642714539195373,0.15877496502664293,0.9725252020098659,10.314694552323946,8.43561836417465,0.7517249303590751,1.0454645921606058,2000,PPI++_independent_split
glm_mis,PPI++,150,0.5,plugin,TRUE,TRUE,FALSE,0.8856909814305847,0.09001135461702112,0.9107393681733278,9.934372447605242,8.944838033500561,0.7209874222024113,0.9790448207863274,2000,PPI++_crossfit
glm_mis,PPI++,200,0.5,plugin,FALSE,FALSE,FALSE,0.9007816436268994,0.07072536208864925,0.9115500267136732,10.036803693791994,7.860346969153956,0.7570152507347321,1.0027050293850406,2000,PPI++_noncrossfit
glm_mis,PPI++,200,0.5,plugin,FALSE,FALSE,TRUE,0.8648860909082872,0.15510375338495153,0.9455045255557846,10.17826812183268,8.636420561558207,0.7486061508357796,1.040054978111363,2000,PPI++_independent_split
glm_mis,PPI++,200,0.5,plugin,FALSE,TRUE,FALSE,0.8778083202337796,0.08081391289739495,0.894418453741821,10.02057896051697,8.920815669391398,0.7249935637558934,0.9838602991160031,2000,PPI++_crossfit
glm_mis,PPI++,200,0.5,plugin,TRUE,FALSE,FALSE,0.9007816436268994,0.07072536208864925,0.9115500267136732,10.036803693791994,7.860346969153956,0.7570152507347321,1.0027050293850406,2000,PPI++_noncrossfit
glm_mis,PPI++,200,0.5,plugin,TRUE,FALSE,TRUE,0.8648860909082872,0.15510375338495153,0.9455045255557846,10.17826812183268,8.636420561558207,0.7486061508357796,1.040054978111363,2000,PPI++_independent_split
glm_mis,PPI++,200,0.5,plugin,TRUE,TRUE,FALSE,0.8778083202337796,0.08081391289739495,0.894418453741821,10.02057896051697,8.920815669391398,0.7249935637558934,0.9838602991160031,2000,PPI++_crossfit
glm_mis,PPI++,300,0.5,plugin,FALSE,FALSE,FALSE,0.8732679488581395,0.06347973682219918,0.8751287131093316,10.127056582663553,8.127958063122882,0.7548088451927707,1.0063980200757312,2000,PPI++_noncrossfit
glm_mis,PPI++,300,0.5,plugin,FALSE,FALSE,TRUE,0.8470863580947836,0.14735735544489045,0.8914948828778654,10.33500780852401,8.222052900942833,0.7506892510289755,1.0252191153095451,2000,PPI++_independent_split
glm_mis,PPI++,300,0.5,plugin,FALSE,TRUE,FALSE,0.8503992802908061,0.06756940180306299,0.8621278588782704,9.920563382609116,8.677644549900963,0.7305949729344713,0.9914470377100109,2000,PPI++_crossfit
glm_mis,PPI++,300,0.5,plugin,TRUE,FALSE,FALSE,0.8732679488581395,0.06347973682219918,0.8751287131093316,10.127056582663553,8.127958063122882,0.7548088451927707,1.0063980200757312,2000,PPI++_noncrossfit
glm_mis,PPI++,300,0.5,plugin,TRUE,FALSE,TRUE,0.8470863580947836,0.14735735544489045,0.8914948828778654,10.33500780852401,8.222052900942833,0.7506892510289755,1.0252191153095451,2000,PPI++_independent_split
glm_mis,PPI++,300,0.5,plugin,TRUE,TRUE,FALSE,0.8503992802908061,0.06756940180306299,0.8621278588782704,9.920563382609116,8.677644549900963,0.7305949729344713,0.9914470377100109,2000,PPI++_crossfit
glm_wrong,PPI,50,0.5,plugin,FALSE,FALSE,FALSE,1,0,-0.11502134791577938,3.976653370193835,19.18886008203925,0.10975625364074694,-0.11789688161367386,2000,PPI_noncrossfit
glm_wrong,PPI,50,0.5,plugin,FALSE,FALSE,TRUE,1,0,-0.11502134791577938,3.976653370193835,19.18886008203925,0.10975625364074694,-0.11789688161367386,2000,PPI_noncrossfit
glm_wrong,PPI,50,0.5,plugin,FALSE,TRUE,FALSE,1,0,-0.11502134791577938,3.976653370193835,19.18886008203925,0.10975625364074694,-0.11789688161367386,2000,PPI_noncrossfit
